wav_filename,wav_filesize,transcript
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_19.wav,495120,calcium hydroxide another important compound of calcium is commonly known as slaked lime it is a white amorphous powder that can be prepared by adding water to calcium oxide or quicklime
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_1.wav,386448,in this module you will learn about the anomalous behaviour of beryllium some important compounds of calcium and the biological importance of magnesium and calcium
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_20.wav,587906,calcium hydroxide is only sparingly soluble in water aqueous solutions of calcium hydroxide are commonly called limewater milk of lime is the common name for a suspension of calcium hydroxide in water
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_21.wav,576204,limewater provides a simple test for the presence of carbon dioxide limewater turns cloudy when carbon dioxide is present a precipitate of calcium carbonate forms in a double displacement reaction as shown here
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_22.wav,224282,if more carbon dioxide is added to the cloudy mixture calcium hydrogen carbonate will result
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_23.wav,540260,milk of lime a suspension of calcium hydroxide in water reacts with chlorine gas to form calcium hypochlorite the main component of bleaching powder hypochlorite ion is a good oxidising agent
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_24.wav,805246,calcium hydroxide is an important industrial chemical it is used in the preparation of mortar and to make white wash it is necessary for making glass as well as for the tanning of leather as was just discussed it is used in the preparation of bleaching powder it is also used in the purification of sugar
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_25.wav,276944,calcium carbonate occurs naturally in several forms including limestone chalk and marble
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_26.wav,450816,in its pure state it is a white fluffy powder that is nearly insoluble in water upon heating it decomposes to form calcium oxide and carbon dioxide
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_27.wav,737536,calcium carbonate can be formed in two ways the first process involves passing carbon dioxide through slaked lime as shown here alternatively sodium carbonate reacts with sodium chloride to form calcium carbonate and sodium chloride this is shown here
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_28.wav,749238,calcium carbonate is used for a variety of purposes it is well known as a building material it is necessary in the manufacture of quicklime it is used industrially as a flux in extracting metals from ores and the manufacture of high quality paper it is also used as an over the counter antacid calcium carbonate is an ingredient in toothpaste and chewing gum and is used as a filler in cosmetics
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_29.wav,174962,plaster of paris is a hemihydrate of calcium sulphate
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_2.wav,905554,in certain respects beryllium does not behave like the other group 2 metals in particular the compounds of beryllium have a significant degree of covalent character and are easily hydrolysed this is due to the exceptionally small atomic and ionic radii observed for beryllium as well as its high ionisation energy and electro negativity compared to the other group 2 metals
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_30.wav,409856,plaster of paris is formed when gypsum or calcium sulphate dihydrate is heated to 393 kelvin the decomposition reaction is shown here
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_31.wav,344654,if gypsum is heated above 393 kelvin anhydrous calcium sulphate or dead burnt plaster will be the product
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_32.wav,292828,when water is added to plaster of paris it forms a plastic malleable mass that hardens in five to fifteen minutes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_33.wav,737536,plaster of paris is used in the building industry in medicine it is also used to prepare casts to set bone fractures it has applications in dentistry too besides plaster of paris is used for ornamental work such as the ceiling medallion shown here as well as statues
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_34.wav,441620,cement or portland cement as it is often called is another important compound of calcium the raw materials for making cement are limestone and clay
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_35.wav,952368,the composition of cement is not fixed cement typically contains fifty to sixty per cent calcium oxide and twenty to twenty five per cent silicon dioxide its main components cement also contains five to ten per cent aluminium oxide two to three per cent magnesium oxide one to two percent iron three oxide* and one to two per cent sulphur trioxide
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_36.wav,814440,in good quality cement the ratio of silica or silicon dioxide to alumina or aluminium oxide is between 2 5 and 4 the ratio of lime or calcium oxide to the total oxides of silicon aluminium and iron should be as close to two as possible
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_37.wav,864596,cement clinker is formed when clay and lime are strongly heated they fuse together to form cement clinker shown in the photograph to form cement gypsum and calcium sulphate dihydrate are added to cement clinker two to three percent gypsum by mass is added to the cement clinker this mixture is then ground to make cement
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_38.wav,561158,ingredients that make up the bulk of portland cement include dicalcium silicate making up 26 per cent tricalcium silicate contributing 51 per cent and tricalcium aluminate contributing 11 per cent
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_39.wav,526048,cement sets when it is mixed with water to form a hard mass the molecules of the components get rearranged and hydrated the presence of gypsum slows down the setting process so that it gets very hard
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_3.wav,712456,beryllium can achieve a maximum coordination number of 4 this is because there are a maximum of 4 orbitals in berylliums outermost energy level namely the 2s and 2p orbitals the other group 2 metals can utilise the dorbitals to have a coordination number of six
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_40.wav,539424,cement is used to make concrete and reinforced concrete it is used in plastering as well it is best known for its use in the construction of bridges dams and buildings of all sorts
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_41.wav,752582,both magnesium and calcium play important roles in biological systems an adult human body contains 25 grams of magnesium and 1 200 grams of calcium compare this with only 5 grams of iron and 0 06 gram of copper lets go into these important functions in more detail
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_42.wav,617164,phosphoryl transfer enzymes which use atp in phosphate transfer use a magnesium ion as a cofactor for enzyme function an illustration of one such enzyme is shown here with the magnesium ion shown in green
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_43.wav,337968,chlorophyll is the main pigment in plants that absorbs light for photosynthesis the porphyrin ring in chlorophyll contains magnesium
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_44.wav,486760,bones and teeth contain about 99 per cent of the calcium in the human body bone which is alive with a complex structure is continuously being solubilised and redeposited in the body
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_45.wav,517690,approximately 100 milligrams of calcium are dissolved in one litre of human blood this concentration is regulated by the action of two hormones calcitonin and parathyroid hormone
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_46.wav,337968,calcium ions play an essential role in muscle contraction a diagram of the sliding filament theory of muscle contraction is shown here
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_48.wav,174128,calcium ions are essential for the transmission of signals between nerve cells
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_49.wav,428246,calcium ions are important for cell signalling and for various physiological processes calcium channels regulate the transportation of calcium ions across cell membranes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_4.wav,945678,beryllium oxide and beryllium hydroxide are amphoteric substances meaning that they can act as both acids and bases for example the first reaction shows beryllium hydroxide acting as a base neutralising sulphuric acid the second reaction shows beryllium hydroxide acting as a lewis base to form the complex ion hydroxoberyllate
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_5.wav,655614,in several ways beryllium behaves more like aluminium than the other group 2 elements its worth being familiar with the details of this diagonal relationship first the beryllium ion and aluminium ion have similar charge/radius ratios as shown here
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_6.wav,337966,neither beryllium nor aluminium reacts readily with acids due to the oxide film that both the metals exhibit on their surface
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_7.wav,233476,the hydroxides of both the metals dissolve in solutions of excess hydroxide to form complex ions
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_8.wav,566170,in the vapour phase both beryllium chloride and aluminium chloride form chloride bridged structures both the chlorides are soluble in organic solvents reflecting their essentially covalent character
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/alkaline_earth2_9.wav,352176,both the chlorides are strong lewis acids acting as electron pair acceptors in chemical reactions as shown in the reaction given here
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_02.wav,502634,what do we mean by the term allotrope allotropes are different forms of an element which have different physical properties but identical chemical properties different allotropes of the same element have different arrangements of the atoms
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_03.wav,434090,carbon exists in both crystalline as well as the amorphous forms there are three important crystalline allotropic forms of carbon diamond graphite and fullerenes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_04.wav,178298,diamond the first allotrope of carbon is the hardest substance on earth
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_05.wav,236812,diamond has a crystalline lattice in which the carbon atoms are arranged in a rigid three dimensional network
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_06.wav,859572,in diamond all carbon atoms exhibit sp3 hybridisation each carbon is bonded to four other carbon atoms situtated tetrahedrally around it the c c bond length is 154 picometers this directional network extends in space and produces a 3 dimensional network of carbon atoms as shown in the illustration
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_07.wav,389786,try to answer this question yourself before proceeding the carbon atoms in a diamond are covalently bonded why is the melting point of diamond very high
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_08.wav,766786,recall that each carbon in a diamond is attached to four other carbon atoms surrounding it it is very difficult to break up this covalent network as it is very rigid and hence diamond melts at an extremely high temperature since there are no free electrons in a diamond crystal it is a bad conductor of electricity
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_09.wav,473378,another important allotrope of carbon is graphite you are probably the most familiar with this form of carbon for its use in pencils despite the name pencil leads are actually made of graphite
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_10.wav,491768,graphite has a layered structure these layers are held together by the weak vander waals forces of attraction the distance between any two successive layers is three hundred and forty picometers
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_11.wav,445792,each layer of graphite is made from planar hexagonal rings of carbon atoms as shown in the diagram all the carbon carbon bonds are hundred and forty one point five picometres in length
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_12.wav,705764,each carbon in graphite is sp2 hybridised each atom forms three sigma bonds with its three neighbouring carbon atoms the fourth electron of each carbon is involved in pi bonding using the unhybridised p orbital on each carbon atom as shown in the illustration
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_13.wav,387278,the electrons involved in the pi bonding are delocalised this means that they are free to move and thus graphite is a good conductor of electricity
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_14.wav,254368,try to answer this question on your own before proceeding why is graphite soft and slippery
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_15.wav,564492,the layers in graphite are held together by the weak van der waals forces of attraction thus the layers slide pass over each other and break off easily when you take notes with your pencil you leave layers of graphite behind on the paper
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_16.wav,601274,the third important allotrope of carbon the fullerenes are the most recently discovered they were identified by robert curl harold kroto and richard smalley in 1985   for which they were awarded the 1996 nobel prize in chemistry
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_17.wav,654772,fullerenes can be prepared by heating graphite in an electric arc in the presence of inert gases this work led to the discovery of the two most important fullerenes molecules containing 60 and 70 carbon atoms respectively plus traces of other fullerenes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_18.wav,540252,fullerenes are cage like molecules c 60 or buckminster fullerene named after the american architect famous for his geodesic dome structures looks like a soccer ball it is sometimes referred to as buckyball
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_19.wav,940656,buckminster fullerene contains 60 carbon atoms arranged as a hollow sphere thisball shaped molecule has 60 vertices each occupied by a carbon it contains twenty six membered rings and 12 five membered rings a five membered ring is fused with only six membered rings while a six membered ring is fused with six or five membered rings all the carbons in the buckminster fullerene molecule are s p 2 hybridised
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_20.wav,519354,each carbon atom forms three sigma bonds with its three neighbouring atoms the remaining electron in each unhybridised p orbital of carbon is delocalised in molecular orbitals giving the aromatic character to the molecule
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_21.wav,842018,two different bond lengths are observed in buckminster fullerene the carbon carbon bonds in the hexagonal six membered rings can be considered as double bonds with a bond length of hundred and thiry eight point three picometres this is shorter than the hundred and forty three point five picometre bond lengths observed in the pentagonal five membered rings which can be considered single bonds
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_22.wav,1058520,under standard conditions graphite is the thermodynamically most stable allotrope of carbon since it is considered as the standard state of carbon its heat of formation is set at zero both diamond and fullerenes have higher heats of formation reflecting their lower stability the heat of formation of diamond is one point nine zero kilo joule per mole and the heat of formation for fullerene is thirty eight point one kilo joule per mole
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_23.wav,215080,the amorphous forms of carbon include carbon black coke and charcoal they can all be considered as impure forms of graphite or fullerenes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_24.wav,508486,carbon black is formed by burning hydrocarbons in a limited supply of air or by incomplete combustion it is an almost pure form of amorphous carbon containing ninety eight to ninety nine percent carbon
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_25.wav,256874,coke is formed when wood is heated at high temperatures in the absence of air which is called the destructive distillation of wood
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_26.wav,185822,to form charcoal coal is heated at high temperatures in the absence of air
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_27.wav,872110,carbon has a wide variety of uses in its elemental forms diamond is widely valued in jewellery they are measured in carats one carat is equal to two hundred milligrams diamond both natural and synthetic is used as an abrasive in sharpening tools die making and in the manufacture of tungsten filaments for light bulbs
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_28.wav,545266,graphite is used as a dry lubricant in machines running at high temperature where oil cannot be used graphite is also used to make strong and lightweight composite material for tennis rackets fishing rods aircraft and canoes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_29.wav,444120,being good a conductor graphite is used to construct electrodes for use in batteries and in industrial electrolysis crucibles made of graphite are inert to dilute acids and alkalis
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_30.wav,476722,activated charcoal is very porous and can adsorb many times of its own volume of gases it is used for adsorption of poisonous gases removal of organic contaminants from water and for odour control in air conditioners
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/allo_carbon_31.wav,237648,carbon black is used as a black pigment in black ink and as a filler in automobile tires
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_11.wav,206516,glycerol is then converted into pgal an intermediary substrate of glycolysis
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_12.wav,323544,in the same way fatty acids are broken down to form acetyl coa an intermediary substrate of the krebs cycle
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_13.wav,193142,similarly proteins are broken down by protease enzymes into amino acids
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_14.wav,262522,these amino acids are converted into different intermediary substrates of the krebs cycle such as pyruvate
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_15.wav,380386,thus in addition to glucose plants use fats and proteins as respiratory substrates to produce energy these processes describe the role of
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_17.wav,336920,the respiratory pathway also plays a role in anabolism the synthesis of complex substances like carbohydrates fats and proteins
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_18.wav,284256,when the plant requires proteins or carbohydrates it can synthesise them by withdrawing some of the substrates in the respiratory pathway
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_19.wav,305990,for example the pep formed during glycolysis is withdrawn and used for the synthesis of proteins or carbohydrates
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_20.wav,352802,likewise if the plant requires fats it withdraws acetyl coa and citrate from the krebs cycle to synthesise them
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_21.wav,309334,thus the respiratory pathway is involved in both catabolism and anabolism and is called an amphibolic pathway
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_22.wav,258342,as you know aerobic respiration involves the consumption of oxygen and expulsion of carbon dioxide
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_23.wav,425526,the respiratory quotient rq or respiratory ratio is calculated based on the volume of carbon dioxide expelled to the volume of oxygen consumed
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_24.wav,230758,as plants use more than one substrate for respiration rq depends on the respiratory substrate used
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_25.wav,253328,for example when carbohydrates are used as the respiratory substrate the rq value is 1
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_26.wav,239116,which means the volume of carbon dioxide expelled equals the volume of oxygen consumed
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_27.wav,264194,but when fats or proteins are used as the respiratory substrate the rq value is less than 1
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_28.wav,239116,that is 0 point 7 for fats and 0 point 9 for proteins
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_29.wav,224070,which means the volume of carbon dioxide expelled is less than the volume of oxygen consumed
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_2.wav,173916,in this module you will learn about the amphibolic pathway in plants
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_30.wav,208188,this is why glucose is used as the primary substrate for respiration by plants
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_3.wav,225742,the amphibolic pathway involves both catabolism and anabolism
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_4.wav,228250,where catabolism stands for the breakdown of complex substances to produce energy and
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_5.wav,191470,anabolism stands for the synthesis of complex substance from simple substances
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_6.wav,348622,so far we have seen how the glucose substrate is oxidised during glycolysis and observed the krebs cycle during aerobic respiration
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_7.wav,228250,but plants also use substances such as fats and proteins as respiratory substrates
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_8.wav,336920,though pure fats or proteins cannot be directly used as substrates they can enter as intermediary substrates of glycolysis and the krebs cycle
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/amphibolic_9.wav,186454,now lets see how fats and proteins are utilised as respiratory substrates
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_03.wav,647044,you must have come across banana plantations apple orchards or herbs such as basil you may have also seen flowers such as lotus and roses growing in ponds and gardens all these are species of flowering plants also called angiosperms
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_07.wav,265866,a typical flower of an angiosperm contains the stamen and the pistil the male and female sex organs respectively
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_09.wav,182274,the microsporangia inside the anther contain the microspore mother cells
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_10.wav,331068,these mother cells undergo meiosis to produce microspores which then develop into pollen grains the male gametophytes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_12.wav,244968,on the other hand the pistil consists of the stigma at the tip followed by the style in the middle and an ovary at the base
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_13.wav,187290,the ovules or the megasproangia are present inside the ovary
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_15.wav,227414,which following meiosis develops into the haploid female gametophyte called the embryo sac
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_16.wav,407136,the embryo sac has a three celled egg apparatus consisting of one egg cell two synergids three antipodal cells and two polar nuclei
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_17.wav,318528,the polar nuclei eventually fuse to produce a diploid secondary nucleus the embryo sac now becomes ready for fertilisation
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_18.wav,197320,which in the case of angiosperms takes place by a process called pollination
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_19.wav,402956,during pollination the anther disperses the pollen grains which are then carried by agents such as the wind and insects and are deposited over the stigma of a pistil
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_20.wav,396270,here the pollen grain germinates and produces a pollen tube this tube penetrates the tissues of the stigma and style to enter the embryo sac inside the ovule
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_21.wav,530016,it discharges two male gametes inside the embryo sac while one gamete fuses with the egg cell to produce a zygote the other gamete fuses with the diploid secondary nucleus to produce the triploid primary endosperm nucleus
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_22.wav,371192,this event is called double fertilisation as it involves two fusions interestingly double fertilisation is observed only in angiosperms
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_23.wav,786644,after fertilisation the synergids and antipodals degenerate on the other hand the zygote develops into an embryo and the primary endosperm nucleus develops into endosperm which nourishes the zygote simultaneously the ovule develops into a seed and the ovary into fruit
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_25.wav,336084,angiosperms are one of the biggest plant groups and they grow in diverse habitats such as land and water as well as in different climatic conditions
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/angiosperms_26.wav,447260,besides being a source of food they supply us with fuel fodder and medicines thus angiosperms form an integral part of the eco system as well as of our daily lives
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_10.wav,220726,whereas humans have a complete digestive system that has two openings a mouth and an anus
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_11.wav,214040,you will also find two types of circulatory systems in animals open and closed
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_13.wav,621132,they can be asymmetrical like sponges or have radial symmetry like coelenterates ctenophores and echinoderms however most animals like annelids and arthropods have bilateral symmetry
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_15.wav,194812,there are two types of cell organisation diploblastic and triploblastic
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_16.wav,366176,coelenterates have diploblastic organisation where the germinal layers of the cell consist of an external ectoderm and an internal endoderm
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_17.wav,492400,members from phylum platyhelminthes to chordates have triploblastic organisation where a third germinal layer the mesoderm is found between the ectoderm and the endoderm
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_18.wav,194812,the fourth important feature by which animals are classified is the nature of coelom
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_19.wav,301810,the coelom is the body cavity lined by mesoderm the presence or absence of this cavity helps classify animals
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_1.wav,234938,with over a million animal species on our earth it would be difficult to categorise them into different groups
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_20.wav,286764,there are three categories coelomates acoelomates and pseudocoelomates
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_21.wav,450604,coelomates are animals that possess a body cavity such as annelids molluscs arthropods echinoderms hemichordates and chordates
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_22.wav,244132,acoelomates are animals in which the body cavity is absent such as platyhelminthes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_23.wav,572648,pseudocoelomates are animals that possess a pseudocoelom such as aschelminthes a pseudocoelom is a body cavity in which the mesoderm is not lined but rather scattered between the ectoderm and the endoderm
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_25.wav,196484,the body of some animals can be divided externally and internally into segments
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_26.wav,405464,sometimes the segments in animals have serial repetition of some organs which is seen is earthworms this phenomenon is also known as metamerism
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_27.wav,215710,one of the most important features for animal classification is the presence or absence of a notochord
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_28.wav,287600,some animals develop a rod like structure on the dorsal side during embryonic development which known as the notochord
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_29.wav,456456,animals with a notochord are called chordates while animals without a notochord are called non chordates members of phylum porifera to echinoderms are non chordates
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_2.wav,574320,however with the help of basic fundamental features such as level of organisation symmetry cell organisation nature of coelom segmentation and notochord scientists have classified animals into various groups
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_30.wav,219890,we just studied how we can classify animals into different categories on the basis of some fundamental features
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_3.wav,422182,lets understand each of these basic fundamental features in detail level of organisation is the first basic fundamental feature that deals with the pattern of cell organisation in an animal
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_4.wav,287600,there are four patterns of cell organisation cellular tissue organ and organ system
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_5.wav,188962,sponges exhibit a cellular level of organisation where cells are loosely arranged
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_6.wav,425526,tissue level of organisation is more complex and is displayed in coelenterates here the cells that perform the same function are arranged into tissues
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_7.wav,470666,organ level of organisation is exhibited in members of platyhelminthes and other higher phyla here the tissues are grouped to form organs and each organ performs a particular function
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_8.wav,816736,the last cell pattern is the organ system level of organisation here the organs are associated with one another to form a functional system where each system performs a specific physiological function animals like annelids arthropods molluscs echinoderms and chordates exhibit this level of organisation organ systems can also differ in complexity in various animal groups
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/animal_classification_9.wav,375372,for example platyhelminthes have an incomplete digestive system where a single opening outside the body serves as both the mouth and the anus
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/asexual_reprod_02.wav,181438,in this module you will learn about asexual reproduction in organisms
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/asexual_reprod_03.wav,434722,our earth is home to countless plant and animal species all of which have a limited life span and are bound to die yet these species have existed for several thousands of years
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/asexual_reprod_04.wav,192306,thats because living organisms can reproduce that is they give rise to offspring
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/asexual_reprod_05.wav,353638,which in turn grow and reproduce their own offspring of the same kind this ensures survival of the species generation after generation
